,date,fighter,odds,ev,country,Winner,title_bout,weight_class,gender,no_of_rounds,current_lose_streak,current_win_streak,draw,avg_SIG_STR_landed,avg_SIG_STR_pct,avg_SUB_ATT,avg_TD_landed,avg_TD_pct,longest_win_streak,losses,total_rounds_fought,total_title_bouts,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,wins,Stance,Height_cms,Reach_cms,Weight_lbs,age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,kd_bout,sig_str_landed_bout,sig_str_attempted_bout,sig_str_pct_bout,tot_str_landed_bout,tot_str_attempted_bout,td_landed_bout,td_attempted_bout,td_pct_bout,sub_attempts_bout,pass_bout,rev_bout
0,9/19/2020,Colby Covington,-335,29.85074627,USA,True,False,Welterweight,MALE,5,1,0,0,4.17,0.37,0.2,4.91,0.51,7,2,38,2,0,0,6,2,2,0,10,Orthodox,180.34,182.88,170,32,1,0,1,7,3,25,5,4,2,-5.08,5.08,6,-1.79,0.2,-3.8,1,1,True,,,,,,,,,,,,,,,,,
1,9/19/2020,Tyron Woodley,260,260.0,USA,False,False,Welterweight,MALE,5,2,0,1,2.38,0.49,0.4,1.11,0.39,8,5,63,7,1,3,3,6,4,0,17,Orthodox,175.26,187.96,170,38,1,0,1,7,3,25,5,4,2,-5.08,5.08,6,-1.79,0.2,-3.8,1,1,False,,,,,,,,,,,,,,,,,
2,9/19/2020,Khamzat Chimaev,-400,25.0,USA,True,False,Middleweight,MALE,3,0,2,0,8.88,0.72,3.2,4.81,0.75,2,0,3,0,0,0,0,1,1,0,2,Orthodox,187.96,190.5,170,26,1,-2,0,4,5,19,0,0,4,-2.54,5.08,6,-5.57,-1.5,-2.47,1,1,False,,,,,,,,,,,,,,,,,
3,9/19/2020,Gerald Meerschaert,300,300.0,USA,False,False,Middleweight,MALE,3,1,0,0,3.31,0.42,1.7,2.34,0.43,2,5,22,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,32,1,-2,0,4,5,19,0,0,4,-2.54,5.08,6,-5.57,-1.5,-2.47,1,1,False,,,,,,,,,,,,,,,,,
4,9/19/2020,Johnny Walker,-125,80.0,USA,True,False,Light Heavyweight,MALE,3,2,0,0,4.01,0.7,1.3,0.43,1.0,3,2,7,0,0,0,0,3,0,0,3,Orthodox,198.12,208.28,205,28,-2,4,1,1,-2,2,0,-2,1,-2.54,-7.62,1,-0.69,0.6,0.7,1,1,True,,,,,,,,,,,,,,,,,
5,9/19/2020,Ryan Spann,100,100.0,USA,False,False,Light Heavyweight,MALE,3,0,4,0,3.32,0.43,1.9,1.13,0.3,4,0,9,0,0,1,1,1,1,0,4,Orthodox,195.58,200.66,205,29,-2,4,1,1,-2,2,0,-2,1,-2.54,-7.62,1,-0.69,0.6,0.7,1,1,False,,,,,,,,,,,,,,,,,
6,9/19/2020,Mackenzie Dern,-177,56.49717514,USA,True,False,Women's Strawweight,FEMALE,3,0,1,0,3.14,0.32,1.3,0.43,0.07,2,1,8,0,0,1,0,0,2,0,3,Orthodox,162.56,160.02,115,27,1,-1,-1,3,6,30,0,0,-1,0.0,0.0,8,-0.18,-1.1,0.92,1,1,True,,,,,,,,,,,,,,,,,
7,9/19/2020,Randa Markos,140,140.0,USA,False,False,Women's Strawweight,FEMALE,3,1,0,1,2.96,0.41,0.2,1.35,0.28,1,7,38,0,0,2,3,0,1,0,6,Orthodox,162.56,160.02,115,35,1,-1,-1,3,6,30,0,0,-1,0.0,0.0,8,-0.18,-1.1,0.92,1,1,False,,,,,,,,,,,,,,,,,
8,9/19/2020,Kevin Holland,-265,37.73584906,USA,True,False,Middleweight,MALE,3,0,2,0,4.65,0.55,1.0,1.12,0.43,3,2,18,0,0,1,1,2,1,0,5,Orthodox,190.5,205.74,170,27,0,1,0,0,2,3,0,0,0,-7.62,-17.78,2,-1.68,-0.8,0.2,1,1,False,,,,,,,,,,,,,,,,,
9,9/19/2020,Darren Stewart,205,205.0,USA,False,False,Middleweight,MALE,3,0,3,0,2.97,0.43,0.2,1.32,0.42,3,4,21,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,185,29,0,1,0,0,2,3,0,0,0,-7.62,-17.78,2,-1.68,-0.8,0.2,1,1,False,,,,,,,,,,,,,,,,,
10,9/19/2020,Jordan Espinosa,-112,89.28571429,USA,False,False,Flyweight,MALE,3,0,1,0,5.49,0.6,0.3,1.19,0.3,1,2,8,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125,30,0,0,0,-1,-2,-5,0,0,0,-2.54,-2.54,-2,-1.02,-0.3,-1.19,1,1,True,,,,,,,,,,,,,,,,,
11,9/19/2020,David Dvorak,-112,89.28571429,USA,True,False,Flyweight,MALE,3,0,1,0,4.47,0.5,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,28,0,0,0,-1,-2,-5,0,0,0,-2.54,-2.54,-2,-1.02,-0.3,-1.19,1,1,False,,,,,,,,,,,,,,,,,
12,9/19/2020,Mirsad Bektic,-375,26.66666667,USA,False,False,Featherweight,MALE,3,2,0,0,2.59,0.41,0.5,3.32,0.47,4,3,20,0,1,1,1,2,1,0,6,Orthodox,172.72,177.8,145,29,-1,0,-4,-6,-2,-14,0,-2,-1,7.62,2.54,3,0.12,-0.5,-1.55,1,1,False,,,,,,,,,,,,,,,,,
13,9/19/2020,Damon Jackson,277,277.0,USA,True,False,Featherweight,MALE,3,1,0,1,2.71,0.35,0.0,1.77,0.2,0,1,6,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,32,-1,0,-4,-6,-2,-14,0,-2,-1,7.62,2.54,3,0.12,-0.5,-1.55,1,1,False,,,,,,,,,,,,,,,,,
14,9/19/2020,Mayra Bueno Silva,-275,36.36363636,USA,True,False,Women's Flyweight,FEMALE,3,1,0,0,4.87,0.54,1.4,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,135,29,2,0,0,1,3,10,0,0,0,0.0,7.62,5,-2.33,-1.2,1.66,1,1,False,,,,,,,,,,,,,,,,,
15,9/19/2020,Mara Romero Borella,210,210.0,USA,False,False,Women's Flyweight,FEMALE,3,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,14,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,34,2,0,0,1,3,10,0,0,0,0.0,7.62,5,-2.33,-1.2,1.66,1,1,False,,,,,,,,,,,,,,,,,
16,9/19/2020,Jessica-Rose Clark,-230,43.47826087,USA,True,False,Women's Bantamweight,FEMALE,3,2,0,0,4.53,0.47,0.5,1.0,0.5,2,2,12,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,32,-2,0,-2,-2,-2,-12,0,0,0,-2.54,0.0,-3,-0.11,1.4,2.79,1,1,False,,,,,,,,,,,,,,,,,
17,9/19/2020,Sarah Alpar,180,180.0,USA,False,False,Women's Bantamweight,FEMALE,3,0,0,0,4.42,0.61,1.9,3.79,0.66,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,135,29,-2,0,-2,-2,-2,-12,0,0,0,-2.54,0.0,-3,-0.11,1.4,2.79,1,1,False,,,,,,,,,,,,,,,,,
18,9/19/2020,Darrick Minner,245,245.0,USA,True,False,Featherweight,MALE,3,1,0,0,2.3,0.55,3.3,1.65,0.33,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,30,-1,0,0,0,-1,-2,0,0,0,-2.54,-7.62,-8,0.9,-3.3,1.35,1,1,False,,,,,,,,,,,,,,,,,
19,9/19/2020,TJ Laramie,-335,29.85074627,USA,False,False,Featherweight,MALE,3,0,0,0,3.2,0.59,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,145,22,-1,0,0,0,-1,-2,0,0,0,-2.54,-7.62,-8,0.9,-3.3,1.35,1,1,False,,,,,,,,,,,,,,,,,
20,9/19/2020,Journey Newson,-137,72.99270073,USA,False,False,Bantamweight,MALE,3,1,0,0,2.81,0.33,1.0,0.0,0.0,0,1,4,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,31,-1,1,1,1,0,-1,0,1,0,10.16,15.24,-5,5.24,-1.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
21,9/19/2020,Randy Costa,110,110.0,USA,True,False,Bantamweight,MALE,3,0,1,0,8.05,0.46,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Switch,175.26,185.42,135,26,-1,1,1,1,0,-1,0,1,0,10.16,15.24,-5,5.24,-1.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
22,9/19/2020,Andre Ewell,-240,41.66666667,USA,True,False,Bantamweight,MALE,3,0,1,0,3.74,0.4,0.0,0.21,0.5,1,2,15,0,0,2,1,0,0,0,3,Southpaw,172.72,190.5,135,32,0,0,0,-2,-1,-9,0,0,0,-5.08,-20.32,-1,-1.41,0.0,0.79,1,1,False,,,,,,,,,,,,,,,,,
23,9/19/2020,Irwin Rivera,187,187.0,USA,False,False,Bantamweight,MALE,3,0,1,0,2.33,0.41,0.0,1.0,0.22,1,1,6,0,0,1,0,0,0,0,1,Southpaw,167.64,170.18,135,31,0,0,0,-2,-1,-9,0,0,0,-5.08,-20.32,-1,-1.41,0.0,0.79,1,1,False,,,,,,,,,,,,,,,,,
24,9/19/2020,Tyson Nam,-190,52.63157895,USA,True,False,Bantamweight,MALE,3,0,1,0,3.01,0.28,0.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,125,36,0,-1,-1,-1,-2,-7,0,-1,0,7.62,10.16,-11,0.19,0.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
25,9/19/2020,Jerome Rivera,150,150.0,USA,False,False,Bantamweight,MALE,3,0,0,0,3.2,0.45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,135,25,0,-1,-1,-1,-2,-7,0,-1,0,7.62,10.16,-11,0.19,0.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
26,9/12/2020,Michelle Waterson,105,105.0,USA,True,False,Women's Strawweight,FEMALE,5,2,0,0,3.31,0.52,1.1,1.68,0.5,4,4,31,0,0,1,2,0,4,0,7,Orthodox,160.02,157.48,115,34,-1,0,-1,0,4,9,0,2,-4,0.0,5.08,1,2.45,-0.9,-1.21,1,1,True,,,,,,,,,,,,,,,,,
27,9/12/2020,Angela Hill,-125,80.0,USA,False,False,Women's Strawweight,FEMALE,5,1,0,0,5.76,0.49,0.2,0.47,0.37,3,8,40,0,0,0,5,2,0,0,7,Orthodox,160.02,162.56,115,35,-1,0,-1,0,4,9,0,2,-4,0.0,5.08,1,2.45,-0.9,-1.21,1,1,False,,,,,,,,,,,,,,,,,
28,9/12/2020,Ottman Azaitar,110,110.0,USA,True,False,Lightweight,MALE,3,0,1,0,7.61,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Switch,172.72,180.34,155,30,0,1,1,1,0,3,0,0,1,7.62,7.62,3,-3.17,0.9,0.0,1,1,False,,,,,,,,,,,,,,,,,
29,9/12/2020,Khama Worthy,-137,72.99270073,USA,False,False,Lightweight,MALE,3,0,2,0,4.44,0.5,0.9,0.0,0.0,2,0,4,0,0,0,0,1,1,0,2,Orthodox,180.34,187.96,155,33,0,1,1,1,0,3,0,0,1,7.62,7.62,3,-3.17,0.9,0.0,1,1,False,,,,,,,,,,,,,,,,,
30,9/12/2020,Roxanne Modafferi,240,240.0,USA,True,False,Women's Flyweight,FEMALE,3,1,0,0,3.04,0.3,0.1,1.29,0.21,1,7,29,2,0,1,1,1,0,0,3,Orthodox,170.18,175.26,125,37,1,0,2,0,-5,-14,-2,-1,0,-2.54,0.0,-6,2.36,0.5,0.11,1,1,True,,,,,,,,,,,,,,,,,
31,9/12/2020,Andrea Lee,-335,29.85074627,USA,False,False,Women's Flyweight,FEMALE,3,2,0,0,5.4,0.48,0.6,1.4,0.38,3,2,15,0,0,0,3,0,0,0,3,Orthodox,167.64,175.26,125,31,1,0,2,0,-5,-14,-2,-1,0,-2.54,0.0,-6,2.36,0.5,0.11,1,1,False,,,,,,,,,,,,,,,,,
32,9/12/2020,Ed Herman,195,195.0,USA,True,False,Light Heavyweight,MALE,3,0,2,0,3.33,0.49,1.2,2.2,0.48,3,11,52,1,0,1,3,4,4,0,12,Orthodox,185.42,195.58,205,39,0,-1,-2,-10,-9,-43,-1,-2,-4,7.62,12.7,-8,1.26,-1.2,-2.2,1,1,False,,,,,,,,,,,,,,,,,
33,9/12/2020,Mike Rodriguez,-250,40.0,USA,False,False,Light Heavyweight,MALE,3,0,1,0,4.59,0.54,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,Southpaw,193.04,208.28,205,31,0,-1,-2,-10,-9,-43,-1,-2,-4,7.62,12.7,-8,1.26,-1.2,-2.2,1,1,False,,,,,,,,,,,,,,,,,
34,9/12/2020,Billy Quarantillo,-250,40.0,USA,True,False,Featherweight,MALE,3,0,2,0,7.43,0.79,3.1,1.34,0.42,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,145,31,0,-1,-1,-1,2,1,0,1,-1,2.54,2.54,-2,-4.7,-0.3,0.07,1,1,False,,,,,,,,,,,,,,,,,
35,9/12/2020,Kyle Nelson,195,195.0,USA,False,False,Featherweight,MALE,3,0,1,0,2.73,0.36,2.8,1.41,0.16,1,2,6,0,0,0,0,1,0,0,1,Switch,180.34,180.34,155,29,0,-1,-1,-1,2,1,0,1,-1,2.54,2.54,-2,-4.7,-0.3,0.07,1,1,False,,,,,,,,,,,,,,,,,
36,9/12/2020,Julia Avila,-305,32.78688525,USA,False,False,Women's Bantamweight,FEMALE,3,0,2,0,3.9,0.42,0.0,0.0,0.0,2,0,4,0,0,0,1,1,0,0,2,Orthodox,170.18,172.72,135,32,0,-1,0,1,2,11,0,-1,0,-7.62,-2.54,3,1.05,0.0,2.0,1,1,True,,,,,,,,,,,,,,,,,
37,9/12/2020,Sijara Eubanks,230,230.0,USA,True,False,Women's Bantamweight,FEMALE,3,0,1,0,4.95,0.41,0.0,2.0,0.5,2,2,15,0,0,0,3,0,0,0,3,Orthodox,162.56,170.18,135,35,0,-1,0,1,2,11,0,-1,0,-7.62,-2.54,3,1.05,0.0,2.0,1,1,False,,,,,,,,,,,,,,,,,
38,9/12/2020,Roosevelt Roberts,-385,25.97402597,USA,False,False,Lightweight,MALE,3,1,0,0,3.02,0.49,1.1,1.77,0.57,2,2,13,0,0,0,2,0,2,0,4,Orthodox,187.96,185.42,155,26,-1,0,-2,-4,-2,-13,0,0,-2,-7.62,0.0,7,-3.02,-1.1,-1.77,1,1,False,,,,,,,,,,,,,,,,,
39,9/12/2020,Kevin Croom,286,286.0,USA,True,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,33,-1,0,-2,-4,-2,-13,0,0,-2,-7.62,0.0,7,-3.02,-1.1,-1.77,1,1,False,,,,,,,,,,,,,,,,,
40,9/12/2020,Alexandr Romanov,-360,27.77777778,USA,True,False,Heavyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,262,29,0,0,0,0,0,0,0,0,0,-10.16,-12.7,5,0.0,0.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
41,9/12/2020,Roque Martinez,275,275.0,USA,False,False,Heavyweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,250,34,0,0,0,0,0,0,0,0,0,-10.16,-12.7,5,0.0,0.0,0.0,1,1,False,,,,,,,,,,,,,,,,,
42,9/12/2020,Bobby Green,-295,33.89830508,USA,True,False,Lightweight,MALE,3,0,2,1,5.22,0.5,0.4,1.33,0.36,8,7,50,0,0,2,5,1,3,0,11,Orthodox,177.8,180.34,155,34,1,-2,-5,-6,-5,-32,0,0,-3,2.54,7.62,3,-3.34,0.0,2.59,1,1,False,,,,,,,,,,,,,,,,,
43,9/12/2020,Alan Patrick,227,227.0,USA,False,False,Lightweight,MALE,3,1,0,0,1.88,0.43,0.4,3.92,0.4,3,2,18,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,37,1,-2,-5,-6,-5,-32,0,0,-3,2.54,7.62,3,-3.34,0.0,2.59,1,1,False,,,,,,,,,,,,,,,,,
44,9/12/2020,Brok Weaver,306,306.0,USA,False,False,Catch Weight,MALE,3,1,0,0,4.37,0.62,0.6,0.0,0.0,1,1,3,0,0,0,0,0,0,0,1,Southpaw,182.88,185.42,155,28,-1,1,0,1,1,4,0,2,0,7.62,10.16,-3,1.58,1.2,0.46,1,1,False,,,,,,,,,,,,,,,,,
45,9/12/2020,Jalin Turner,-420,23.80952381,USA,True,False,Catch Weight,MALE,3,0,1,0,5.95,0.48,1.8,0.46,0.5,1,2,7,0,0,0,0,2,0,0,2,Southpaw,190.5,195.58,155,25,-1,1,0,1,1,4,0,2,0,7.62,10.16,-3,1.58,1.2,0.46,1,1,False,,,,,,,,,,,,,,,,,
46,9/12/2020,Bryan Barberena,-278,35.97122302,USA,True,False,Welterweight,MALE,3,2,0,0,5.65,0.48,0.3,0.26,0.33,2,5,25,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,31,-1,0,-2,-5,-4,-24,0,-3,-1,5.08,5.08,-1,-1.58,-0.3,-0.26,1,1,False,,,,,,,,,,,,,,,,,
47,9/12/2020,Anthony Ivy,215,215.0,USA,False,False,Welterweight,MALE,3,1,0,0,4.07,0.36,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,30,-1,0,-2,-5,-4,-24,0,-3,-1,5.08,5.08,-1,-1.58,-0.3,-0.26,1,1,False,,,,,,,,,,,,,,,,,
48,9/12/2020,Sabina Mazo,-265,37.73584906,USA,True,False,Women's Flyweight,FEMALE,3,0,2,0,6.44,0.45,0.0,1.33,1.0,2,1,9,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,125,23,0,-1,0,1,1,6,0,0,0,-5.08,-15.24,9,-2.16,0.2,-0.33,1,1,False,,,,,,,,,,,,,,,,,
49,9/12/2020,Justine Kish,200,200.0,USA,False,False,Women's Flyweight,FEMALE,3,0,1,0,4.28,0.49,0.2,1.0,0.35,2,2,15,0,0,0,3,0,0,0,3,Orthodox,165.1,162.56,125,32,0,-1,0,1,1,6,0,0,0,-5.08,-15.24,9,-2.16,0.2,-0.33,1,1,False,,,,,,,,,,,,,,,,,
50,9/5/2020,Alistair Overeem,-159,62.89308176,USA,True,False,Heavyweight,MALE,5,0,1,0,3.66,0.63,0.9,1.4,0.54,11,15,78,3,1,0,4,19,8,0,32,Orthodox,193.04,203.2,265,40,0,3,-7,-28,-15,-68,-3,-17,-8,-2.54,-7.62,-11,1.79,-0.9,-1.21,1,1,True,,,,,,,,,,,,,,,,,
51,9/5/2020,Augusto Sakai,130,130.0,USA,False,False,Heavyweight,MALE,5,0,4,0,5.45,0.46,0.0,0.19,0.5,4,0,10,0,0,2,0,2,0,0,4,Orthodox,190.5,195.58,265,29,0,3,-7,-28,-15,-68,-3,-17,-8,-2.54,-7.62,-11,1.79,-0.9,-1.21,1,1,False,,,,,,,,,,,,,,,,,
52,9/5/2020,Ovince Saint Preux,110,110.0,USA,True,False,Light Heavyweight,MALE,3,1,0,0,2.6,0.46,0.6,1.27,0.4,5,10,65,1,1,0,4,8,5,0,18,Southpaw,190.5,203.2,205,37,0,0,-3,-16,-9,-60,-1,-6,-5,-7.62,-10.16,-5,1.15,-0.6,-1.27,1,1,False,,,,,,,,,,,,,,,,,
53,9/5/2020,Alonzo Menifield,-134,74.62686567,USA,False,False,Light Heavyweight,MALE,3,1,0,0,3.75,0.47,0.0,0.0,0.0,2,1,5,0,0,0,0,2,0,0,2,Orthodox,182.88,193.04,205,32,0,0,-3,-16,-9,-60,-1,-6,-5,-7.62,-10.16,-5,1.15,-0.6,-1.27,1,1,False,,,,,,,,,,,,,,,,,
54,9/5/2020,Michel Pereira,-112,89.28571429,USA,True,False,Welterweight,MALE,3,2,0,0,3.04,0.51,0.0,2.0,0.57,1,2,7,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,170,26,0,0,-1,-1,0,-2,0,-1,0,-2.54,7.62,-1,0.65,0.0,-1.4,1,1,False,,,,,,,,,,,,,,,,,
55,9/5/2020,Zelim Imadaev,-112,89.28571429,USA,False,False,Welterweight,MALE,3,2,0,0,3.69,0.41,0.0,0.6,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,25,0,0,-1,-1,0,-2,0,-1,0,-2.54,7.62,-1,0.65,0.0,-1.4,1,1,False,,,,,,,,,,,,,,,,,
56,9/5/2020,Brian Kelleher,-380,26.31578947,USA,True,False,Featherweight,MALE,3,0,1,0,4.45,0.4,0.8,1.2,0.25,2,4,448,0,0,0,0,0,0,0,6,Switch,167.64,167.64,145,34,1,-1,-2,-6,-3,-448,0,0,0,2.54,12.7,-2,-3.21,-0.8,1.12,1,1,False,,,,,,,,,,,,,,,,,
57,9/5/2020,Ray Rodriguez,315,315.0,USA,False,False,Featherweight,MALE,3,1,0,0,1.24,0.32,0.0,2.32,0.5,0,1,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,32,1,-1,-2,-6,-3,-448,0,0,0,2.54,12.7,-2,-3.21,-0.8,1.12,1,1,False,,,,,,,,,,,,,,,,,
58,9/5/2020,Andre Muniz,132,132.0,USA,True,False,Middleweight,MALE,3,0,1,0,2.27,0.59,1.4,2.83,0.35,1,0,3,0,0,0,1,0,0,0,1,Southpaw,185.42,198.12,185,30,1,-1,2,2,1,7,0,0,0,-2.54,-7.62,4,-0.05,-1.4,4.34,1,1,False,,,,,,,,,,,,,,,,,
59,9/5/2020,Bartosz Fabinski,-165,60.60606061,USA,False,False,Middleweight,MALE,3,1,0,0,2.22,0.7,0.0,7.17,0.7,3,1,10,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,34,1,-1,2,2,1,7,0,0,0,-2.54,-7.62,4,-0.05,-1.4,4.34,1,1,False,,,,,,,,,,,,,,,,,
60,9/5/2020,Viviane Araujo,-182,54.94505495,USA,True,False,Women's Flyweight,FEMALE,3,1,0,0,4.51,0.47,0.0,2.57,0.58,2,1,9,0,0,0,1,1,0,0,2,Orthodox,162.56,172.72,125,33,-1,1,1,2,0,3,0,-1,3,7.62,0.0,-8,-2.21,1.9,-0.35,1,1,False,,,,,,,,,,,,,,,,,
61,9/5/2020,Montana De La Rosa,145,145.0,USA,False,False,Women's Flyweight,FEMALE,3,0,1,0,2.3,0.33,1.9,2.22,0.33,3,1,12,0,0,0,1,0,3,0,4,Orthodox,170.18,172.72,125,25,-1,1,1,2,0,3,0,-1,3,7.62,0.0,-8,-2.21,1.9,-0.35,1,1,False,,,,,,,,,,,,,,,,,
62,9/5/2020,Cole Smith,185,185.0,USA,False,False,Bantamweight,MALE,3,1,0,0,1.63,0.33,1.0,1.5,0.3,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,170.18,135,31,0,0,0,0,0,-1,0,0,0,-7.62,5.08,-3,3.08,0.9,0.05,1,1,False,,,,,,,,,,,,,,,,,
63,9/5/2020,Hunter Azure,-235,42.55319149,USA,True,False,Bantamweight,MALE,3,1,0,0,4.71,0.49,1.9,1.55,0.33,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,28,0,0,0,0,0,-1,0,0,0,-7.62,5.08,-3,3.08,0.9,0.05,1,1,False,,,,,,,,,,,,,,,,,
64,8/29/2020,Anthony Smith,225,225.0,USA,False,False,Light Heavyweight,MALE,3,1,0,0,3.19,0.46,0.7,0.45,0.27,3,7,42,1,0,0,1,6,3,0,10,Orthodox,193.04,193.04,205,32,0,0,1,-6,-6,-31,-1,-4,-3,0.0,5.08,-4,1.98,-0.4,0.75,1,1,True,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
65,8/29/2020,Aleksandar Rakic,-278,35.97122302,USA,True,False,Light Heavyweight,MALE,3,1,0,0,5.17,0.52,0.3,1.2,0.28,4,1,11,0,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,28,0,0,1,-6,-6,-31,-1,-4,-3,0.0,5.08,-4,1.98,-0.4,0.75,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
66,8/29/2020,Robbie Lawler,200,200.0,USA,False,False,Welterweight,MALE,3,3,0,0,3.57,0.45,0.0,0.71,0.66,5,13,88,6,0,3,4,12,0,0,19,Southpaw,180.34,187.96,170,38,-3,2,2,-3,-7,-30,-6,-7,1,10.16,15.24,-5,0.38,0.3,1.84,1,1,True,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
67,8/29/2020,Neil Magny,-250,40.0,USA,True,False,Welterweight,MALE,3,0,2,0,3.95,0.47,0.3,2.55,0.44,7,6,58,0,0,1,9,5,1,0,16,Orthodox,190.5,203.2,170,33,-3,2,2,-3,-7,-30,-6,-7,1,10.16,15.24,-5,0.38,0.3,1.84,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
68,8/29/2020,Ji Yeon Kim,230,230.0,USA,False,False,Women's Flyweight,FEMALE,3,0,1,0,4.49,0.33,0.0,0.0,0.0,2,2,14,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,30,1,-1,-1,0,1,2,0,-1,0,-5.08,-15.24,-3,0.76,0.6,0.19,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
69,8/29/2020,Alexa Grasso,-315,31.74603175,USA,True,False,Women's Flyweight,FEMALE,3,1,0,0,5.25,0.41,0.6,0.19,0.33,1,3,16,0,0,1,2,0,0,0,3,Orthodox,165.1,167.64,115,27,1,-1,-1,0,1,2,0,-1,0,-5.08,-15.24,-3,0.76,0.6,0.19,1,1,True,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
70,8/29/2020,Ricardo Lamas,-335,29.85074627,USA,True,False,Featherweight,MALE,3,1,0,0,2.88,0.45,1.0,1.63,0.32,4,8,48,1,0,0,6,5,3,0,14,Orthodox,172.72,180.34,145,38,-1,0,-4,-14,-8,-48,-1,-5,-3,10.16,5.08,-7,6.92,-1.0,-1.63,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
71,8/29/2020,Bill Algeo,240,240.0,USA,False,False,Featherweight,MALE,3,0,0,0,9.8,0.53,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,145,31,-1,0,-4,-14,-8,-48,-1,-5,-3,10.16,5.08,-7,6.92,-1.0,-1.63,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
72,8/29/2020,Maki Pitolo,115,115.0,USA,False,False,Middleweight,MALE,3,1,0,0,4.95,0.45,0.6,2.27,0.66,1,2,6,0,0,0,0,1,0,0,1,Orthodox,177.8,190.5,185,29,-1,0,-1,-1,-2,-6,0,-1,0,2.54,0.0,-3,0.58,-0.6,0.23,1,1,False,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,
